"country_code","date","week","time","time2","gender","female","diff","covid_deaths","covid_stringency","covid_school_closing","covid_workplace_closing","covid_stay_home_restrictions","school_cls","workpl_cls","stay_home","gdp_scaled","gii","gii_scaled","age_at_birth","diff_firstbirth","dev_age_mean_female","dev_age_mean_male","dev_mostly_remote_share_female","dev_mostly_remote_share_male","dev_dependents_share","dev_dependents_share_female","dev_dependents_share_male","dev_hobby_share_female","dev_hobby_share_male","dev_prof_share_female","dev_prof_share_male"
"AR",2020-06-15,15,0.714285714285714,0.510204081632653,"female",1,1.24259469715918,0.0104477611940299,0.8889,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-06-22,16,0.761904761904762,0.580498866213152,"female",1,1.04759376544704,0.0122647631408177,0.8889,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-06-29,17,0.80952380952381,0.655328798185941,"female",1,1.5538000105112,0.0153796236210253,0.8889,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-07-06,18,0.857142857142857,0.73469387755102,"female",1,0.90446131190051,0.0195976638546398,0.899457142857143,3,3,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-07-13,19,0.904761904761905,0.81859410430839,"female",1,0.27042485149029,0.0208306294613887,0.9259,3,3,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-07-20,20,0.952380952380952,0.90702947845805,"female",1,1.0557283595137,0.0304996755353666,0.9259,3,3,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-07-27,21,1,1,"female",1,1.22648622671485,0.0445165476963011,0.9074,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-03-09,1,0.0476190476190476,0.00226757369614512,"male",0,0.23420165048272,6.48929266709929e-05,0.1111,0,0,0,0,0,0,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-03-16,2,0.0952380952380952,0.0090702947845805,"male",0,0.0807086061085402,6.48929266709929e-05,0.210314285714286,0,0,0,0,0,0,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-03-23,3,0.142857142857143,0.0204081632653061,"male",0,0.52624017334289,0.000129785853341986,0.666685714285714,3,3,3,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-03-30,4,0.19047619047619,0.036281179138322,"male",0,0.29514223266194,0.00123296560674886,1,3,3,3,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-04-06,5,0.238095238095238,0.0566893424036281,"male",0,0.69939712489447,0.00162232316677482,1,3,3,3,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-04-13,6,0.285714285714286,0.0816326530612245,"male",0,0.56542258309004,0.00317975340687865,1,3,3,3,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-04-20,7,0.333333333333333,0.111111111111111,"male",0,0.88955470161247,0.00253082414016872,1,3,3,3,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-04-27,8,0.380952380952381,0.145124716553288,"male",0,1.07664663950195,0.00395846852693056,0.997357142857143,3,3,3,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-05-04,9,0.428571428571429,0.183673469387755,"male",0,0.83048304518172,0.00408825438027255,0.8889,3,3,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-05-11,10,0.476190476190476,0.226757369614512,"male",0,0.8443635042981,0.00350421804023361,0.8889,3,3,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-05-18,11,0.523809523809524,0.27437641723356,"male",0,0.92098703941172,0.00441271901362751,0.912685714285714,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-05-25,12,0.571428571428571,0.326530612244898,"male",0,0.90990286930109,0.00551589876703439,0.9074,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-06-01,13,0.619047619047619,0.383219954648526,"male",0,0.52725747206856,0.00577547047371836,0.9074,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-06-08,14,0.666666666666667,0.444444444444444,"male",0,0.5183376111043,0.00889033095392602,0.899471428571429,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-06-15,15,0.714285714285714,0.510204081632653,"male",0,0.69761715799085,0.0104477611940299,0.8889,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-06-22,16,0.761904761904762,0.580498866213152,"male",0,0.64121025609682,0.0122647631408177,0.8889,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-06-29,17,0.80952380952381,0.655328798185941,"male",0,0.75881724277878,0.0153796236210253,0.8889,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-07-06,18,0.857142857142857,0.73469387755102,"male",0,0.81309808495535,0.0195976638546398,0.899457142857143,3,3,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-07-13,19,0.904761904761905,0.81859410430839,"male",0,0.29883661262332,0.0208306294613887,0.9259,3,3,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-07-20,20,0.952380952380952,0.90702947845805,"male",0,0.74265053144627,0.0304996755353666,0.9259,3,3,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AR",2020-07-27,21,1,1,"male",0,0.85491108593008,0.0445165476963011,0.9074,3,2,2,1,1,1,-0.687500848349149,0.354,0.859612123536373,NA,NA,30.8518518518519,31.3319946452477,0.104761904761905,0.141984732824427,0.186547655635363,0.123809523809524,0.19236641221374,0.60952380952381,0.767175572519084,0.476190476190476,0.562595419847328
"AT",2020-03-02,1,0.0454545454545455,0.00206611570247934,"female",1,0.319783552393984,0,0.1111,0,0,0,0,0,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-03-09,2,0.0909090909090909,0.00826446280991736,"female",1,0.564683861371706,0,0.1111,0,0,0,0,0,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-03-16,3,0.136363636363636,0.018595041322314,"female",1,0.10398924784828,0.000324464633354964,0.3545,0,1,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-03-23,4,0.181818181818182,0.0330578512396694,"female",1,0.082994391576672,0.00246593121349773,0.8519,3,3,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-03-30,5,0.227272727272727,0.0516528925619835,"female",1,0.29057686804299,0.00681375730045425,0.8519,3,3,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-04-06,6,0.272727272727273,0.0743801652892562,"female",1,0.00226723636378989,0.00882543802725503,0.8519,3,3,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-04-13,7,0.318181818181818,0.101239669421488,"female",1,-0.33528234660876,0.00882543802725503,0.8519,3,3,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-04-20,8,0.363636363636364,0.132231404958678,"female",1,-0.469654214070934,0.00642439974042829,0.8201,3,2,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-04-27,9,0.409090909090909,0.167355371900826,"female",1,-0.50080153154575,0.00421804023361454,0.798914285714286,3,2,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-05-04,10,0.454545454545455,0.206611570247934,"female",1,-0.18283127941746,0.00240103828682674,0.747342857142857,3,2,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-05-11,11,0.5,0.25,"female",1,-0.29849292796555,0.00136275146009085,0.6481,2,2,0,1,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-05-18,12,0.545454545454545,0.297520661157025,"female",1,-0.590331298207,0.000584036340038936,0.5926,2,2,0,1,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-05-25,13,0.590909090909091,0.349173553719008,"female",1,-0.530958060789623,0.000648929266709929,0.5556,1,2,0,1,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-06-01,14,0.636363636363636,0.40495867768595,"female",1,0.23699263902635,0.000259571706683971,0.531771428571429,1,2,0,1,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-06-08,15,0.681818181818182,0.464876033057851,"female",1,-0.12792346284673,0.000324464633354964,0.457685714285714,0,2,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-06-15,16,0.727272727272727,0.528925619834711,"female",1,0.180936615373177,0.000843608046722907,0.4352,0,2,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-06-22,17,0.772727272727273,0.597107438016529,"female",1,0.81218947891116,0.000519143413367943,0.4352,0,2,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-06-29,18,0.818181818181818,0.669421487603306,"female",1,0.7939282972867,0.000584036340038936,0.4352,0,2,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-07-06,19,0.863636363636364,0.745867768595041,"female",1,-0.140439551950623,6.48929266709929e-05,0.4352,0,2,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-07-13,20,0.909090909090909,0.826446280991735,"female",1,0.27680504441232,0.000259571706683971,0.3836,0,2,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-07-20,21,0.954545454545455,0.911157024793389,"female",1,-0.529099179094579,0.000129785853341986,0.3148,0,1,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-07-27,22,1,1,"female",1,-0.0724081318184,0.000324464633354964,0.3148,0,1,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-03-02,1,0.0454545454545455,0.00206611570247934,"male",0,0.0884729607145198,0,0.1111,0,0,0,0,0,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-03-09,2,0.0909090909090909,0.00826446280991736,"male",0,0.13983909137603,0,0.1111,0,0,0,0,0,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-03-16,3,0.136363636363636,0.018595041322314,"male",0,-0.30404924908873,0.000324464633354964,0.3545,0,1,0,0,1,0,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-03-23,4,0.181818181818182,0.0330578512396694,"male",0,0.54357814738776,0.00246593121349773,0.8519,3,3,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-03-30,5,0.227272727272727,0.0516528925619835,"male",0,0.7746777004323,0.00681375730045425,0.8519,3,3,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-04-06,6,0.272727272727273,0.0743801652892562,"male",0,0.44790845562744,0.00882543802725503,0.8519,3,3,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-04-13,7,0.318181818181818,0.101239669421488,"male",0,0.57233917752362,0.00882543802725503,0.8519,3,3,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
"AT",2020-04-20,8,0.363636363636364,0.132231404958678,"male",0,0.60449964196502,0.00642439974042829,0.8201,3,2,2,1,1,1,0.927396563738879,0.073,-0.862629977752232,29,-1.7540983606557,30.7540983606557,29.7847411444142,0.0614035087719298,0.0625615763546798,0.147555759740904,0.0789473684210526,0.150738916256158,0.614035087719298,0.868965517241379,0.517543859649123,0.531034482758621
